id,market,email,first_name,last_name,city,created_at,acquisition_channel
cust-de-000157,de,julius.hermighausen.cust-de-000157@example.test,Julius,Hermighausen,Pritzwalk,2024-07-28T07:20:44.792383Z,meta
cust-de-000158,de,helmuth.hfig.cust-de-000158@example.test,Helmuth,Höfig,Schrobenhausen,2024-07-30T15:29:56.991584Z,google
cust-de-000159,de,annaliese.hfig.cust-de-000159@example.test,Annaliese,Höfig,Cloppenburg,2024-07-31T17:51:40.502349Z,google
cust-de-000160,de,uta.bohlander.cust-de-000160@example.test,Uta,Bohlander,Passau,2024-07-31T19:13:22.370712Z,organic
cust-de-000161,de,antonios.herrmann.cust-de-000161@example.test,Antonios,Herrmann,Lobenstein,2024-08-03T12:30:34.047001Z,google
cust-de-000162,de,wilfried.beyer.cust-de-000162@example.test,Wilfried,Beyer,Finsterwalde,2024-08-03T15:12:59.429123Z,google
cust-de-000163,de,diana.binner.cust-de-000163@example.test,Diana,Binner,Plauen,2024-08-03T18:34:40.112222Z,google
cust-de-000164,de,zoltan.bien.cust-de-000164@example.test,Zoltan,Bien,Büsingen am Hochrhein,2024-08-04T17:45:12.806801Z,meta
cust-de-000165,de,diana.harloff.cust-de-000165@example.test,Diana,Harloff,Burglengenfeld,2024-08-05T17:51:14.904116Z,meta
cust-de-000166,de,tlay.stroh.cust-de-000166@example.test,Tülay,Stroh,Sigmaringen,2024-08-06T13:48:39.773753Z,email
cust-de-000167,de,skr.sding.cust-de-000167@example.test,Sükrü,Söding,Oranienburg,2024-08-09T13:36:26.613581Z,meta
cust-de-000168,de,leopoldine.scheibe.cust-de-000168@example.test,Leopoldine,Scheibe,Guben,2024-08-10T14:36:27.767821Z,organic
cust-de-000169,de,miodrag.warmer.cust-de-000169@example.test,Miodrag,Warmer,Stadtroda,2024-08-10T16:24:49.814590Z,email
cust-de-000170,de,eitel.junck.cust-de-000170@example.test,Eitel,Junck,Hagenow,2024-08-11T10:29:55.103360Z,google
cust-de-000171,de,susana.pieper.cust-de-000171@example.test,Susana,Pieper,Leipziger Land,2024-08-12T12:25:07.907438Z,meta
cust-de-000172,de,hans.h.hoffmann.cust-de-000172@example.test,Hans-H.,Hoffmann,Vohenstrauß,2024-08-12T20:27:24.950048Z,email
cust-de-000173,de,irmengard.schnland.cust-de-000173@example.test,Irmengard,Schönland,Nordhausen,2024-08-15T15:16:02.415387Z,google
cust-de-000174,de,frauke.koch.ii.cust-de-000174@example.test,Frauke,Koch II,Pirmasens,2024-08-16T17:17:18.709424Z,google
cust-de-000175,de,rouven.schaaf.cust-de-000175@example.test,Rouven,Schaaf,Schongau,2024-08-18T06:14:50.324937Z,organic
cust-de-000176,de,matthus.lachmann.cust-de-000176@example.test,Matthäus,Lachmann,Oschatz,2024-08-18T08:04:12.088100Z,meta
cust-de-000177,de,helmar.stumpf.cust-de-000177@example.test,Helmar,Stumpf,Wernigerode,2024-08-20T06:38:58.214836Z,direct
cust-de-000178,de,hendrik.hering.cust-de-000178@example.test,Hendrik,Hering,Pirmasens,2024-08-20T19:48:50.916500Z,google
cust-de-000179,de,ingmar.beer.cust-de-000179@example.test,Ingmar,Beer,Riesa,2024-08-21T07:51:54.588492Z,organic
cust-de-000180,de,stefanie.keudel.cust-de-000180@example.test,Stefanie,Keudel,Amberg,2024-08-21T17:18:49.208536Z,meta
cust-de-000181,de,friedemann.kobelt.cust-de-000181@example.test,Friedemann,Kobelt,Nabburg,2024-08-21T19:45:37.483639Z,organic
cust-de-000182,de,kati.geiler.cust-de-000182@example.test,Kati,Geißler,Bremen,2024-08-22T13:32:33.752050Z,meta
cust-de-000183,de,magda.roht.cust-de-000183@example.test,Magda,Roht,Kamenz,2024-08-22T16:46:07.117761Z,google
cust-de-000184,de,toni.junken.cust-de-000184@example.test,Toni,Junken,Artern,2024-08-23T08:15:53.276517Z,direct
cust-de-000185,de,julia.jttner.cust-de-000185@example.test,Julia,Jüttner,Mühlhausen,2024-08-29T14:29:38.769777Z,meta
cust-de-000186,de,philomena.wesack.cust-de-000186@example.test,Philomena,Wesack,Grafenau,2024-08-29T20:17:02.934212Z,organic
cust-de-000187,de,natalja.anders.cust-de-000187@example.test,Natalja,Anders,Artern,2024-08-30T15:35:11.041168Z,meta
cust-de-000188,de,sarina.zobel.cust-de-000188@example.test,Sarina,Zobel,Werdau,2024-08-30T16:02:14.245714Z,direct
cust-de-000189,de,oswald.schfer.cust-de-000189@example.test,Oswald,Schäfer,Ebermannstadt,2024-08-31T12:01:22.426284Z,google
cust-de-000190,de,wieland.flantz.cust-de-000190@example.test,Wieland,Flantz,Wunsiedel,2024-08-31T14:04:17.803228Z,google
cust-de-000191,de,michelle.keudel.cust-de-000191@example.test,Michelle,Keudel,Hannoversch Münden,2024-09-02T06:53:15.702366Z,organic
cust-de-000192,de,heiner.spie.cust-de-000192@example.test,Heiner,Spieß,Dessau,2024-09-02T10:29:39.371142Z,meta
cust-de-000193,de,johan.drub.cust-de-000193@example.test,Johan,Drub,Wunsiedel,2024-09-03T18:17:37.835205Z,google
cust-de-000194,de,regina.martin.cust-de-000194@example.test,Regina,Martin,Parchim,2024-09-04T18:12:40.774983Z,google
cust-de-000195,de,heino.mitschke.cust-de-000195@example.test,Heino,Mitschke,Geithain,2024-09-08T16:41:21.035390Z,meta
cust-de-000196,de,alban.ackermann.cust-de-000196@example.test,Alban,Ackermann,Monschau,2024-09-09T09:55:25.130548Z,organic
cust-de-000197,de,stefanie.ehlert.cust-de-000197@example.test,Stefanie,Ehlert,Roth,2024-09-10T08:26:54.713255Z,organic
cust-de-000198,de,zehra.lange.cust-de-000198@example.test,Zehra,Lange,Schrobenhausen,2024-09-11T09:01:19.726559Z,organic
cust-de-000199,de,marie.louise.wulf.cust-de-000199@example.test,Marie-Louise,Wulf,Cuxhaven,2024-09-13T18:16:32.781734Z,google
cust-de-000200,de,hannes.grein.groth.cust-de-000200@example.test,Hannes,Grein Groth,Bogen,2024-09-14T15:48:50.363064Z,google
cust-de-000201,de,sigismund.rudolph.cust-de-000201@example.test,Sigismund,Rudolph,Schwäbisch Hall,2024-09-15T12:40:00.095225Z,google
cust-de-000202,de,harry.znker.cust-de-000202@example.test,Harry,Zänker,Grevesmühlen,2024-09-16T10:48:24.409507Z,direct
cust-de-000203,de,antje.hauffer.cust-de-000203@example.test,Antje,Hauffer,Ochsenfurt,2024-09-17T08:29:24.866083Z,meta
cust-de-000204,de,angelica.prei.cust-de-000204@example.test,Angelica,Preiß,Regensburg,2024-09-24T18:49:01.265776Z,meta
cust-de-000205,de,aenne.heser.cust-de-000205@example.test,Aenne,Heser,Bischofswerda,2024-09-27T08:43:38.882863Z,organic
cust-de-000206,de,babette.schottin.cust-de-000206@example.test,Babette,Schottin,Waldmünchen,2024-09-27T16:05:59.358228Z,meta
cust-de-000207,de,gudula.schmidt.cust-de-000207@example.test,Gudula,Schmidt,Delitzsch,2024-09-28T13:30:33.333481Z,google
cust-de-000208,de,henni.henck.cust-de-000208@example.test,Henni,Henck,Dieburg,2024-10-01T19:48:50.814825Z,meta
cust-de-000209,de,annie.textor.cust-de-000209@example.test,Annie,Textor,Mühlhausen,2024-10-04T15:01:43.898989Z,email
cust-de-000210,de,maren.junken.cust-de-000210@example.test,Maren,Junken,Hammelburg,2024-10-05T20:07:19.421205Z,direct
cust-de-000211,de,anica.pechel.cust-de-000211@example.test,Anica,Pechel,Bad Kissingen,2024-10-06T13:51:14.439220Z,meta
cust-de-000212,de,carl.jkel.cust-de-000212@example.test,Carl,Jäkel,Eichstätt,2024-10-07T08:19:08.380789Z,google
cust-de-000213,de,alfredo.lindner.cust-de-000213@example.test,Alfredo,Lindner,Fallingbostel,2024-10-08T04:07:29.546614Z,google
cust-de-000214,de,mirko.auch.schlauchin.cust-de-000214@example.test,Mirko,auch Schlauchin,Erding,2024-10-09T16:36:13.224020Z,meta
cust-de-000215,de,klara.striebitz.cust-de-000215@example.test,Klara,Striebitz,Emmendingen,2024-10-15T10:02:13.800738Z,organic
cust-de-000216,de,nurettin.kallert.cust-de-000216@example.test,Nurettin,Kallert,Teterow,2024-10-23T15:55:51.526463Z,google
cust-de-000217,de,anna.maria.schleich.cust-de-000217@example.test,Anna-Maria,Schleich,Regensburg,2024-10-25T12:26:07.464677Z,google
cust-de-000218,de,herma.beier.cust-de-000218@example.test,Herma,Beier,Sankt Goarshausen,2024-10-30T11:28:45.195760Z,email
cust-de-000219,de,liliane.trb.cust-de-000219@example.test,Liliane,Trüb,Mettmann,2024-11-03T21:51:33.501089Z,google
cust-de-000220,de,marvin.wieloch.cust-de-000220@example.test,Marvin,Wieloch,Lobenstein,2024-11-04T06:22:38.141896Z,google
cust-de-000221,de,ortwin.mielcarek.cust-de-000221@example.test,Ortwin,Mielcarek,Kusel,2024-11-04T14:37:20.634363Z,google
cust-de-000222,de,anna.luise.trst.cust-de-000222@example.test,Anna-Luise,Tröst,Eckernförde,2024-11-04T19:41:53.270829Z,google
cust-de-000223,de,branka.otto.cust-de-000223@example.test,Branka,Otto,Erbisdorf,2024-11-07T16:52:08.271957Z,meta
cust-de-000224,de,klaus.d.stiebitz.cust-de-000224@example.test,Klaus-D.,Stiebitz,Riesa,2024-11-07T16:54:29.033569Z,meta
cust-de-000225,de,andre.hornich.cust-de-000225@example.test,Andre,Hornich,Hildesheim,2024-11-11T12:37:51.681483Z,direct
cust-de-000226,de,bernt.kranz.cust-de-000226@example.test,Bernt,Kranz,Lüdinghausen,2024-11-13T18:14:26.728952Z,direct
cust-de-000227,de,sylvia.gunpf.cust-de-000227@example.test,Sylvia,Gunpf,Dessau,2024-11-15T16:05:44.852456Z,email
cust-de-000228,de,hilma.tsche.cust-de-000228@example.test,Hilma,Täsche,Bayreuth,2024-11-19T21:10:57.136970Z,google
cust-de-000229,de,stefania.schleich.cust-de-000229@example.test,Stefania,Schleich,Prenzlau,2024-11-23T17:52:16.166796Z,direct
cust-de-000230,de,edith.mitschke.cust-de-000230@example.test,Edith,Mitschke,Karlsruhe,2024-11-24T10:20:50.003267Z,meta
cust-de-000231,de,rose.bonbach.cust-de-000231@example.test,Rose,Bonbach,Hersbruck,2024-11-24T11:52:45.991556Z,meta
cust-de-000232,de,sedat.tsche.cust-de-000232@example.test,Sedat,Täsche,Prenzlau,2024-11-25T19:39:52.475236Z,direct
cust-de-000233,de,irena.brner.cust-de-000233@example.test,Irena,Börner,Grimma,2024-11-25T20:05:58.775279Z,organic
cust-de-000234,de,rico.suberlich.cust-de-000234@example.test,Rico,Säuberlich,Reutlingen,2024-11-29T21:03:48.223970Z,direct
cust-de-000235,de,jessica.holzapfel.cust-de-000235@example.test,Jessica,Holzapfel,Schwäbisch Hall,2024-11-29T21:24:03.304864Z,google
cust-de-000236,de,hanspeter.barkholz.cust-de-000236@example.test,Hanspeter,Barkholz,Uffenheim,2024-12-01T19:40:27.875256Z,meta
cust-de-000237,de,stefan.segebahn.cust-de-000237@example.test,Stefan,Segebahn,Peine,2024-12-03T15:14:40.832298Z,meta
cust-de-000238,de,caren.rosenow.cust-de-000238@example.test,Caren,Rosenow,Herford,2024-12-06T10:18:48.255483Z,organic
cust-de-000239,de,laszlo.ullmann.cust-de-000239@example.test,Laszlo,Ullmann,Wurzen,2024-12-09T06:28:16.759848Z,direct
cust-de-000240,de,brit.ernst.cust-de-000240@example.test,Brit,Ernst,Kehl,2024-12-09T18:02:31.190469Z,organic
cust-de-000241,de,engin.knappe.cust-de-000241@example.test,Engin,Knappe,Kusel,2024-12-10T13:11:25.443777Z,google
cust-de-000242,de,klaus.anders.cust-de-000242@example.test,Klaus,Anders,Torgau,2024-12-12T09:03:14.622028Z,meta
cust-de-000243,de,rdiger.junken.cust-de-000243@example.test,Rüdiger,Junken,Rockenhausen,2024-12-12T17:56:19.248774Z,organic
cust-de-000244,de,ekrem.kroker.cust-de-000244@example.test,Ekrem,Kroker,München,2024-12-15T15:52:32.828372Z,meta
cust-de-000245,de,karl.heinz.winkler.cust-de-000245@example.test,Karl Heinz,Winkler,Stollberg,2024-12-15T17:43:22.823159Z,organic
cust-de-000246,de,sigfried.stroh.cust-de-000246@example.test,Sigfried,Stroh,Euskirchen,2024-12-15T18:58:10.708758Z,organic
cust-de-000247,de,axel.hlzenbecher.cust-de-000247@example.test,Axel,Hölzenbecher,Prenzlau,2024-12-15T21:46:39.567242Z,meta
cust-de-000248,de,alfons.ruppert.cust-de-000248@example.test,Alfons,Ruppert,Kemnath,2024-12-18T21:42:03.911908Z,google
cust-de-000249,de,donata.kruschwitz.cust-de-000249@example.test,Donata,Kruschwitz,Gräfenhainichen,2024-12-19T10:02:15.099416Z,direct
cust-de-000250,de,dan.schweitzer.cust-de-000250@example.test,Dan,Schweitzer,Wolgast,2024-12-19T18:24:54.281023Z,direct
cust-de-000251,de,inga.henschel.cust-de-000251@example.test,Inga,Henschel,Wesel,2024-12-20T19:52:15.810306Z,meta
cust-de-000252,de,viktoria.jkel.cust-de-000252@example.test,Viktoria,Jäkel,Bernburg,2024-12-23T18:05:31.507284Z,meta
cust-de-000253,de,harald.hellwig.cust-de-000253@example.test,Harald,Hellwig,Eckernförde,2024-12-23T20:51:48.956829Z,google
cust-de-000254,de,anne.sding.cust-de-000254@example.test,Anne,Söding,Bad Langensalza,2024-12-25T20:31:39.426798Z,meta
cust-de-000255,de,tony.schottin.cust-de-000255@example.test,Tony,Schottin,Neunburg vorm Wald,2024-12-26T11:34:09.662662Z,google
cust-de-000256,de,helmut.textor.cust-de-000256@example.test,Helmut,Textor,Demmin,2024-12-26T15:04:38.315147Z,meta
cust-de-000257,de,german.kitzmann.cust-de-000257@example.test,German,Kitzmann,Oberviechtach,2024-12-30T17:40:47.961785Z,meta
cust-de-000258,de,leni.kuhl.cust-de-000258@example.test,Leni,Kuhl,Waldmünchen,2024-12-31T19:01:36.323921Z,email
cust-de-000259,de,margita.khnert.cust-de-000259@example.test,Margita,Kühnert,Mettmann,2024-12-31T19:02:20.868775Z,direct
cust-fr-000001,fr,adle.brunel.cust-fr-000001@example.test,Adèle,Brunel,Dupré,2024-01-01T17:10:42.677264Z,organic
cust-fr-000002,fr,patrick.sanchez.cust-fr-000002@example.test,Patrick,Sanchez,Le Roux,2024-01-02T14:57:10.611721Z,google
cust-fr-000003,fr,alphonse.marin.cust-fr-000003@example.test,Alphonse,Marin,Neveu,2024-01-17T17:47:25.513959Z,email
cust-fr-000004,fr,colette.pichon.cust-fr-000004@example.test,Colette,Pichon,Adam-sur-Didier,2024-01-18T16:45:59.574261Z,google
cust-fr-000005,fr,henri.colin.cust-fr-000005@example.test,Henri,Colin,Sainte Luce,2024-01-20T10:10:26.642265Z,google
cust-fr-000006,fr,catherine.sauvage.cust-fr-000006@example.test,Catherine,Sauvage,Blondel,2024-01-22T09:49:27.277282Z,email
cust-fr-000007,fr,valentine.pereira.cust-fr-000007@example.test,Valentine,Pereira,Sainte Geneviève,2024-01-29T17:29:41.656495Z,meta
cust-fr-000008,fr,lon.diaz.cust-fr-000008@example.test,Léon,Diaz,Picard,2024-02-02T17:00:12.706223Z,google
cust-fr-000009,fr,roger.guillou.cust-fr-000009@example.test,Roger,Guillou,Toussaint,2024-02-04T07:42:46.498110Z,meta
cust-fr-000010,fr,richard.duhamel.cust-fr-000010@example.test,Richard,Duhamel,Vasseur,2024-02-05T09:45:40.104391Z,meta
cust-fr-000011,fr,virginie.marie.cust-fr-000011@example.test,Virginie,Marie,DuvalVille,2024-02-06T18:16:47.774054Z,google
cust-fr-000012,fr,richard.hamel.cust-fr-000012@example.test,Richard,Hamel,Brunel,2024-02-09T21:44:43.548155Z,google
cust-fr-000013,fr,lise.nguyen.cust-fr-000013@example.test,Élise,Nguyen,Sainte Inès,2024-02-12T20:38:40.134625Z,email
cust-fr-000014,fr,bertrand.gomez.cust-fr-000014@example.test,Bertrand,Gomez,Fabre,2024-02-15T13:00:50.795606Z,google
cust-fr-000015,fr,bernadette.andre.cust-fr-000015@example.test,Bernadette,Andre,Hamon,2024-02-15T17:48:15.117287Z,google
cust-fr-000016,fr,lodie.allain.cust-fr-000016@example.test,Élodie,Allain,Merle,2024-02-16T09:25:52.693847Z,google
cust-fr-000017,fr,jeanne.lematre.cust-fr-000017@example.test,Jeanne,Lemaître,Noël,2024-02-16T11:34:43.138711Z,meta
cust-fr-000018,fr,henriette.benoit.cust-fr-000018@example.test,Henriette,Benoit,Picard,2024-02-27T07:56:11.505536Z,meta
cust-fr-000019,fr,thrse.boulay.cust-fr-000019@example.test,Thérèse,Boulay,Rivière,2024-03-03T18:39:03.844390Z,email
cust-fr-000020,fr,henri.didier.cust-fr-000020@example.test,Henri,Didier,Sainte William,2024-03-06T18:54:07.377591Z,meta
cust-fr-000021,fr,arthur.samson.cust-fr-000021@example.test,Arthur,Samson,Meunier,2024-03-07T07:43:33.348113Z,organic
cust-fr-000022,fr,anouk.de.oliveira.cust-fr-000022@example.test,Anouk,De Oliveira,Sainte Arnaude,2024-03-10T17:50:45.070521Z,meta
cust-fr-000023,fr,nicole.bonnet.cust-fr-000023@example.test,Nicole,Bonnet,Saint Suzanne,2024-03-12T12:07:00.975408Z,google
cust-fr-000024,fr,philippe.carpentier.cust-fr-000024@example.test,Philippe,Carpentier,Sainte DorothéeBourg,2024-03-21T09:37:46.759378Z,direct
cust-fr-000025,fr,eugne.turpin.cust-fr-000025@example.test,Eugène,Turpin,Albert,2024-03-22T16:03:42.501832Z,meta
cust-fr-000026,fr,stphanie.marin.cust-fr-000026@example.test,Stéphanie,Marin,Meyerdan,2024-03-22T18:25:21.530184Z,meta
cust-fr-000027,fr,vronique.jacob.cust-fr-000027@example.test,Véronique,Jacob,Saint Aiméboeuf,2024-03-24T15:57:07.581423Z,google
cust-fr-000028,fr,hortense.barthelemy.cust-fr-000028@example.test,Hortense,Barthelemy,Leconte,2024-03-24T19:47:42.352028Z,meta
cust-fr-000029,fr,marguerite.cordier.cust-fr-000029@example.test,Marguerite,Cordier,Courtois,2024-03-26T08:46:25.134296Z,organic
cust-fr-000030,fr,daniel.maillot.cust-fr-000030@example.test,Daniel,Maillot,Labbé,2024-03-27T14:54:37.539553Z,google
cust-fr-000031,fr,arnaude.dijoux.cust-fr-000031@example.test,Arnaude,Dijoux,Sainte Nathalie,2024-03-27T20:37:25.456410Z,email
cust-fr-000032,fr,frdrique.dupont.cust-fr-000032@example.test,Frédérique,Dupont,GuyotVille,2024-03-29T19:40:09.872081Z,email
cust-fr-000033,fr,thibaut.masson.cust-fr-000033@example.test,Thibaut,Masson,Lebreton,2024-03-31T05:13:28.694801Z,meta
cust-fr-000034,fr,charles.delmas.cust-fr-000034@example.test,Charles,Delmas,Sainte Eugène,2024-04-02T06:29:02.356220Z,meta
cust-fr-000035,fr,dominique.lesage.cust-fr-000035@example.test,Dominique,Lesage,Saint Dorothéedan,2024-04-02T09:26:59.154349Z,organic
cust-fr-000036,fr,monique.labb.cust-fr-000036@example.test,Monique,Labbé,Rivière,2024-04-02T10:47:02.355332Z,email
cust-fr-000037,fr,thodore.berger.cust-fr-000037@example.test,Théodore,Berger,MauryBourg,2024-04-03T15:57:01.576775Z,email
cust-fr-000038,fr,marcelle.rocher.cust-fr-000038@example.test,Marcelle,Rocher,Teixeiranec,2024-04-04T07:12:23.841896Z,organic
cust-fr-000039,fr,michelle.lebreton.cust-fr-000039@example.test,Michelle,Lebreton,Samson,2024-04-04T18:36:23.518535Z,organic
cust-fr-000040,fr,andr.riou.cust-fr-000040@example.test,André,Riou,Sainte Odettenec,2024-04-06T17:34:14.205760Z,google
cust-fr-000041,fr,madeleine.albert.cust-fr-000041@example.test,Madeleine,Albert,Klein,2024-04-09T14:20:55.801782Z,organic
cust-fr-000042,fr,jacques.didier.cust-fr-000042@example.test,Jacques,Didier,Sainte Nicolasnec,2024-04-11T21:46:42.898473Z,email
cust-fr-000043,fr,augustin.duhamel.cust-fr-000043@example.test,Augustin,Duhamel,Moulin-les-Bains,2024-04-12T14:18:59.510072Z,email
cust-fr-000044,fr,hortense.mace.cust-fr-000044@example.test,Hortense,Mace,David-sur-Joseph,2024-04-12T16:19:18.513581Z,meta
cust-fr-000045,fr,suzanne.martin.cust-fr-000045@example.test,Suzanne,Martin,Weberboeuf,2024-04-13T14:10:30.052118Z,organic
cust-fr-000046,fr,lorraine.nguyen.cust-fr-000046@example.test,Lorraine,Nguyen,Dos SantosVille,2024-04-13T14:20:01.991146Z,organic
cust-fr-000047,fr,joseph.jacob.cust-fr-000047@example.test,Joseph,Jacob,Maillard-la-Forêt,2024-04-13T17:05:20.647610Z,email
cust-fr-000048,fr,jrme.neveu.cust-fr-000048@example.test,Jérôme,Neveu,Poulainnec,2024-04-14T14:34:09.169512Z,google
cust-fr-000049,fr,andre.le.goff.cust-fr-000049@example.test,Andrée,Le Goff,Benoit,2024-04-14T19:38:26.653109Z,google
cust-fr-000050,fr,frdric.bonnet.cust-fr-000050@example.test,Frédéric,Bonnet,Pineau,2024-04-16T17:54:58.868860Z,email
cust-fr-000051,fr,olivier.alves.cust-fr-000051@example.test,Olivier,Alves,Petitjean-sur-Maillet,2024-04-16T18:56:45.758693Z,google
cust-fr-000052,fr,adrienne.laine.cust-fr-000052@example.test,Adrienne,Laine,Benoit-sur-Guérin,2024-04-16T20:22:56.820144Z,google
cust-fr-000053,fr,laetitia.klein.cust-fr-000053@example.test,Laetitia,Klein,Leclercq,2024-04-17T08:08:43.088888Z,meta
cust-fr-000054,fr,roger.marty.cust-fr-000054@example.test,Roger,Marty,Saint Alfred-sur-Mer,2024-04-18T07:13:04.840183Z,meta
cust-fr-000055,fr,gabriel.launay.cust-fr-000055@example.test,Gabriel,Launay,Sainte ChantalVille,2024-04-19T15:22:21.010401Z,email
cust-fr-000056,fr,agns.colin.cust-fr-000056@example.test,Agnès,Colin,Brunet-sur-Blanchet,2024-04-19T20:20:26.584951Z,google
cust-fr-000057,fr,paulette.blanc.cust-fr-000057@example.test,Paulette,Blanc,Guillaume,2024-04-20T14:08:32.030831Z,direct
cust-fr-000058,fr,benjamin.cousin.cust-fr-000058@example.test,Benjamin,Cousin,Gauthier,2024-04-20T20:12:43.757496Z,google
cust-fr-000059,fr,arthur.munoz.cust-fr-000059@example.test,Arthur,Munoz,Sainte Claude,2024-04-23T15:32:39.098159Z,google
cust-fr-000060,fr,capucine.monnier.cust-fr-000060@example.test,Capucine,Monnier,Dupont-sur-Salmon,2024-04-28T07:04:23.015176Z,meta
cust-fr-000061,fr,aurlie.olivier.cust-fr-000061@example.test,Aurélie,Olivier,Le Gall,2024-04-30T16:34:06.322460Z,meta
cust-fr-000062,fr,brigitte.payet.cust-fr-000062@example.test,Brigitte,Payet,Barondan,2024-05-05T16:50:58.776028Z,meta
cust-fr-000063,fr,anne.fontaine.cust-fr-000063@example.test,Anne,Fontaine,Normand,2024-05-07T17:32:21.499556Z,meta
cust-fr-000064,fr,isabelle.maillot.cust-fr-000064@example.test,Isabelle,Maillot,RousselVille,2024-05-07T17:51:42.443488Z,google
cust-fr-000065,fr,henriette.lger.cust-fr-000065@example.test,Henriette,Léger,Normand,2024-05-08T08:40:27.839110Z,organic
cust-fr-000066,fr,alexandre.toussaint.cust-fr-000066@example.test,Alexandre,Toussaint,Rousseau,2024-05-10T15:23:28.114296Z,organic
cust-fr-000067,fr,vincent.lefort.cust-fr-000067@example.test,Vincent,Lefort,Guérin-sur-Tessier,2024-05-10T15:25:59.133693Z,direct
cust-fr-000068,fr,hugues.boulanger.cust-fr-000068@example.test,Hugues,Boulanger,Martel,2024-05-14T15:23:32.841147Z,organic
cust-fr-000069,fr,joseph.lombard.cust-fr-000069@example.test,Joseph,Lombard,Delaunay-sur-Collet,2024-05-14T16:49:36.189469Z,email
cust-fr-000070,fr,danielle.poirier.cust-fr-000070@example.test,Danielle,Poirier,Bigot,2024-05-20T13:07:21.569647Z,organic
cust-fr-000071,fr,brigitte.lefebvre.cust-fr-000071@example.test,Brigitte,Lefebvre,Meunier,2024-05-23T13:54:06.362471Z,meta
cust-fr-000072,fr,jean.lenoir.cust-fr-000072@example.test,Jean,Lenoir,Saint Lucynec,2024-05-24T17:08:44.785526Z,organic
cust-fr-000073,fr,honor.peltier.cust-fr-000073@example.test,Honoré,Peltier,Bousquet-la-Forêt,2024-05-25T13:36:49.446609Z,meta
cust-fr-000074,fr,gilles.nguyen.cust-fr-000074@example.test,Gilles,Nguyen,Saint Georges,2024-05-25T18:27:12.730881Z,organic
cust-fr-000075,fr,laetitia.fontaine.cust-fr-000075@example.test,Laetitia,Fontaine,Teixeiranec,2024-05-30T17:55:39.241809Z,email
cust-fr-000076,fr,laurence.perrin.cust-fr-000076@example.test,Laurence,Perrin,GauthierVille,2024-06-01T19:35:05.817919Z,google
cust-fr-000077,fr,agathe.reynaud.cust-fr-000077@example.test,Agathe,Reynaud,Sainte AdèleVille,2024-06-02T17:59:31.501921Z,meta
cust-fr-000078,fr,cline.guyon.cust-fr-000078@example.test,Céline,Guyon,Grenierboeuf,2024-06-02T18:13:43.015578Z,google
cust-fr-000079,fr,aurlie.langlois.cust-fr-000079@example.test,Aurélie,Langlois,Allardboeuf,2024-06-02T18:45:44.594334Z,meta
cust-fr-000080,fr,stphane.marie.cust-fr-000080@example.test,Stéphane,Marie,David,2024-06-02T19:26:10.704090Z,google
cust-fr-000081,fr,susan.merle.cust-fr-000081@example.test,Susan,Merle,Guérinboeuf,2024-06-05T15:30:44.310463Z,meta
cust-fr-000082,fr,alice.lacombe.cust-fr-000082@example.test,Alice,Lacombe,SanchezBourg,2024-06-06T12:39:51.453678Z,organic
cust-fr-000083,fr,julien.lacroix.cust-fr-000083@example.test,Julien,Lacroix,Gosselindan,2024-06-06T14:01:56.851890Z,meta
cust-fr-000084,fr,laetitia.lacroix.cust-fr-000084@example.test,Laetitia,Lacroix,Buisson,2024-06-07T13:30:18.415297Z,organic
cust-fr-000085,fr,milie.mallet.cust-fr-000085@example.test,Émilie,Mallet,Sainte LaurentVille,2024-06-07T17:20:09.751754Z,google
cust-fr-000086,fr,adlade.roux.cust-fr-000086@example.test,Adélaïde,Roux,Valentin,2024-06-08T08:38:24.721305Z,meta
cust-fr-000087,fr,lucy.hebert.cust-fr-000087@example.test,Lucy,Hebert,Poulainnec,2024-06-08T13:13:50.765746Z,organic
cust-fr-000088,fr,julie.parent.cust-fr-000088@example.test,Julie,Parent,Guillet,2024-06-10T12:45:16.550952Z,email
cust-fr-000089,fr,olivie.grard.cust-fr-000089@example.test,Olivie,Gérard,LecoqBourg,2024-06-12T10:21:58.887715Z,google
cust-fr-000090,fr,charlotte.lemaire.cust-fr-000090@example.test,Charlotte,Lemaire,Cousin,2024-06-13T11:17:46.709528Z,organic
cust-fr-000091,fr,thibaut.ramos.cust-fr-000091@example.test,Thibaut,Ramos,Gomes-sur-Da Costa,2024-06-15T17:42:17.738741Z,direct
cust-fr-000092,fr,milie.rodrigues.cust-fr-000092@example.test,Émilie,Rodrigues,Gauthierdan,2024-06-16T20:14:12.218681Z,organic
cust-fr-000093,fr,anas.dubois.cust-fr-000093@example.test,Anaïs,Dubois,Noëlboeuf,2024-06-19T12:07:05.117755Z,meta
cust-fr-000094,fr,gabrielle.tessier.cust-fr-000094@example.test,Gabrielle,Tessier,Langlois,2024-06-28T07:36:47.893441Z,email
cust-fr-000095,fr,constance.benard.cust-fr-000095@example.test,Constance,Benard,Gosselin,2024-06-29T05:05:46.503714Z,google
cust-fr-000096,fr,valrie.martin.cust-fr-000096@example.test,Valérie,Martin,Perrier,2024-06-29T16:12:19.282828Z,meta
cust-fr-000097,fr,victoire.allard.cust-fr-000097@example.test,Victoire,Allard,Sainte Véronique,2024-06-30T13:32:39.754532Z,direct
